sku_code,month,actual,timesfm_point,abs_error
6941770801265,2025-03,590.0,398.4,191.6
6941770801265,2025-04,1287.0,730.5,556.5
6941770801265,2025-05,1608.0,1349.2,258.8
6941770801265,2025-06,1450.0,1883.8,433.8
6941770801265,2025-07,1151.0,2033.8,882.8
6941770801265,2025-08,839.0,1851.0,1012.0
6941770801265,2025-09,705.0,1573.6,868.6
6941770801265,2025-10,424.0,1162.9,738.9
6941770801265,2025-11,187.0,656.4,469.4
6941770801265,2025-12,125.0,268.4,143.4
6941770801265,2026-01,73.0,121.8,48.8
6941770801265,2026-02,76.0,128.6,52.6
6941770801272,2025-03,432.0,519.3,87.3
6941770801272,2025-04,1199.0,950.5,248.5
6941770801272,2025-05,1650.0,1593.9,56.1
6941770801272,2025-06,1565.0,2290.4,725.4
6941770801272,2025-07,1299.0,2600.9,1301.9
6941770801272,2025-08,889.0,2325.7,1436.7
6941770801272,2025-09,647.0,1811.1,1164.1
6941770801272,2025-10,356.0,1250.8,894.8
6941770801272,2025-11,132.0,690.2,558.2
6941770801272,2025-12,105.0,241.1,136.1
6941770801272,2026-01,56.0,36.6,19.4
6941770801272,2026-02,43.0,12.4,30.6
6941770801289,2025-03,442.0,516.2,74.2
6941770801289,2025-04,805.0,1062.0,257.0
6941770801289,2025-05,1262.0,2007.3,745.3
6941770801289,2025-06,1352.0,2682.6,1330.6
6941770801289,2025-07,1083.0,2586.5,1503.5
6941770801289,2025-08,774.0,2155.2,1381.2
6941770801289,2025-09,638.0,1804.8,1166.8
6941770801289,2025-10,386.0,1410.9,1024.9
6941770801289,2025-11,162.0,774.5,612.5
6941770801289,2025-12,110.0,321.5,211.5
6941770801289,2026-01,94.0,262.8,168.8
6941770801289,2026-02,37.0,274.0,237.0
6941770801296,2025-03,65.0,74.5,9.5
6941770801296,2025-04,40.0,0.0,40.0
6941770801296,2025-05,12.0,0.0,12.0
6941770801296,2025-06,17.0,0.0,17.0
6941770801296,2025-07,11.0,17.3,6.3
6941770801296,2025-08,6.0,0.0,6.0
6941770801296,2025-09,83.0,71.1,11.9
6941770801296,2025-10,118.0,390.7,272.7
6941770801296,2025-11,235.0,618.8,383.8
6941770801296,2025-12,336.0,678.3,342.3
6941770801296,2026-01,241.0,444.9,203.9
6941770801296,2026-02,67.0,175.9,108.9
6941770801302,2025-03,149.0,208.8,59.8
6941770801302,2025-04,151.0,194.1,43.1
6941770801302,2025-05,103.0,178.2,75.2
6941770801302,2025-06,93.0,163.9,70.9
6941770801302,2025-07,82.0,166.1,84.1
6941770801302,2025-08,70.0,168.4,98.4
6941770801302,2025-09,121.0,206.8,85.8
6941770801302,2025-10,274.0,288.1,14.1
6941770801302,2025-11,251.0,338.8,87.8
6941770801302,2025-12,230.0,321.6,91.6
6941770801302,2026-01,147.0,256.1,109.1
6941770801302,2026-02,75.0,210.8,135.8
6941770801319,2025-03,269.0,232.5,36.5
6941770801319,2025-04,333.0,251.3,81.7
6941770801319,2025-05,249.0,246.2,2.8
6941770801319,2025-06,237.0,242.1,5.1
6941770801319,2025-07,139.0,240.7,101.7
6941770801319,2025-08,195.0,247.8,52.8
6941770801319,2025-09,135.0,260.1,125.1
6941770801319,2025-10,39.0,269.8,230.8
6941770801319,2025-11,101.0,264.9,163.9
6941770801319,2025-12,130.0,259.7,129.7
6941770801319,2026-01,89.0,247.5,158.5
6941770801319,2026-02,43.0,257.1,214.1
6941770801326,2025-03,166.0,327.6,161.6
6941770801326,2025-04,245.0,459.0,214.0
6941770801326,2025-05,206.0,417.3,211.3
6941770801326,2025-06,190.0,260.5,70.5
6941770801326,2025-07,168.0,184.8,16.8
6941770801326,2025-08,177.0,147.1,29.9
6941770801326,2025-09,134.0,147.7,13.7
6941770801326,2025-10,158.0,131.9,26.1
6941770801326,2025-11,71.0,112.8,41.8
6941770801326,2025-12,36.0,100.9,64.9
6941770801326,2026-01,53.0,101.3,48.3
6941770801326,2026-02,20.0,113.0,93.0
6941770801333,2025-03,532.0,287.5,244.5
6941770801333,2025-04,827.0,414.8,412.2
6941770801333,2025-05,681.0,632.3,48.7
6941770801333,2025-06,573.0,825.2,252.2
6941770801333,2025-07,506.0,909.2,403.2
6941770801333,2025-08,561.0,833.4,272.4
6941770801333,2025-09,492.0,705.0,213.0
6941770801333,2025-10,261.0,565.8,304.8
6941770801333,2025-11,108.0,435.5,327.5
6941770801333,2025-12,84.0,309.8,225.8
6941770801333,2026-01,73.0,209.1,136.1
6941770801333,2026-02,38.0,174.6,136.6
6941770801340,2025-03,123.0,154.3,31.3
6941770801340,2025-04,231.0,258.7,27.7
6941770801340,2025-05,261.0,379.7,118.7
6941770801340,2025-06,181.0,378.9,197.9
6941770801340,2025-07,169.0,312.6,143.6
6941770801340,2025-08,162.0,233.7,71.7
6941770801340,2025-09,113.0,212.2,99.2
6941770801340,2025-10,66.0,168.6,102.6
6941770801340,2025-11,40.0,95.3,55.3
6941770801340,2025-12,18.0,47.6,29.6
6941770801340,2026-01,19.0,48.5,29.5
6941770801340,2026-02,15.0,45.8,30.8
6941770801357,2025-03,308.0,188.5,119.5
6941770801357,2025-04,724.0,301.5,422.5
6941770801357,2025-05,775.0,598.3,176.7
6941770801357,2025-06,663.0,894.5,231.5
6941770801357,2025-07,496.0,1025.1,529.1
6941770801357,2025-08,416.0,867.3,451.3
6941770801357,2025-09,332.0,672.7,340.7
6941770801357,2025-10,157.0,480.9,323.9
6941770801357,2025-11,57.0,302.6,245.6
6941770801357,2025-12,47.0,154.1,107.1
6941770801357,2026-01,54.0,90.9,36.9
6941770801357,2026-02,20.0,85.9,65.9
6941770801364,2025-03,182.0,177.4,4.6
6941770801364,2025-04,489.0,302.8,186.2
6941770801364,2025-05,647.0,556.7,90.3
6941770801364,2025-06,666.0,855.8,189.8
6941770801364,2025-07,464.0,1019.7,555.7
6941770801364,2025-08,348.0,904.2,556.2
6941770801364,2025-09,273.0,728.4,455.4
6941770801364,2025-10,165.0,545.2,380.2
6941770801364,2025-11,64.0,347.6,283.6
6941770801364,2025-12,51.0,172.9,121.9
6941770801364,2026-01,38.0,85.8,47.8
6941770801364,2026-02,14.0,65.0,51.0
6941770801371,2025-03,183.0,369.0,186.0
6941770801371,2025-04,429.0,705.6,276.6
6941770801371,2025-05,667.0,1067.1,400.1
6941770801371,2025-06,630.0,1220.1,590.1
6941770801371,2025-07,499.0,1095.6,596.6
6941770801371,2025-08,405.0,855.1,450.1
6941770801371,2025-09,226.0,686.7,460.7
6941770801371,2025-10,131.0,542.1,411.1
6941770801371,2025-11,63.0,334.1,271.1
6941770801371,2025-12,57.0,187.6,130.6
6941770801371,2026-01,44.0,147.5,103.5
6941770801371,2026-02,20.0,127.7,107.7
6941770801388,2025-03,58.0,99.0,41.0
6941770801388,2025-04,21.0,61.3,40.3
6941770801388,2025-05,7.0,46.6,39.6
6941770801388,2025-06,22.0,35.6,13.6
6941770801388,2025-07,7.0,35.8,28.8
6941770801388,2025-08,8.0,19.8,11.8
6941770801388,2025-09,24.0,77.7,53.7
6941770801388,2025-10,100.0,272.1,172.1
6941770801388,2025-11,197.0,477.5,280.5
6941770801388,2025-12,239.0,487.1,248.1
6941770801388,2026-01,209.0,242.6,33.6
6941770801388,2026-02,98.0,84.3,13.7
6941770801395,2025-03,155.0,148.3,6.7
6941770801395,2025-04,89.0,121.2,32.2
6941770801395,2025-05,57.0,119.0,62.0
6941770801395,2025-06,87.0,125.2,38.2
6941770801395,2025-07,43.0,130.1,87.1
6941770801395,2025-08,61.0,115.6,54.6
6941770801395,2025-09,85.0,189.4,104.4
6941770801395,2025-10,152.0,308.3,156.3
6941770801395,2025-11,275.0,398.4,123.4
6941770801395,2025-12,299.0,404.5,105.5
6941770801395,2026-01,241.0,277.1,36.1
6941770801395,2026-02,103.0,185.9,82.9
6941770801401,2025-03,193.0,221.4,28.4
6941770801401,2025-04,222.0,243.4,21.4
6941770801401,2025-05,135.0,257.0,122.0
6941770801401,2025-06,112.0,259.0,147.0
6941770801401,2025-07,134.0,259.2,125.2
6941770801401,2025-08,166.0,258.9,92.9
6941770801401,2025-09,155.0,269.2,114.2
6941770801401,2025-10,172.0,276.2,104.2
6941770801401,2025-11,181.0,274.4,93.4
6941770801401,2025-12,195.0,268.2,73.2
6941770801401,2026-01,121.0,262.6,141.6
6941770801401,2026-02,72.0,262.7,190.7
